Green,A,1,100,0.5,55,,,0.5,0.5,Switch 1,Head
Green,A,2,100,1,55,STATION; PIONEER,,1,1.5,,
Green,A,3,100,1.5,55,,,1.5,3,,Tail
Green,B,4,100,2,55,,,2,5,,Head
Green,B,5,100,3,55,,,3,8,,
Green,B,6,100,4,55,,,4,12,,Tail
Green,C,7,100,5,55,,,5,17,,Head
Green,C,8,100,0,55,,,0,17,,
Green,C,9,100,-5,55,STATION; EDGEBROOK,,-5,12,,
Green,C,10,100,-5,55,,,-5,7,,
Green,C,11,100,-4,55,,,-4,3,,
Green,C,12,100,-3,55,SWITCH,,-3,0,Switch 1,Tail
Green,D,13,150,0,70,,,0,0,Switch 1,Head
Green,D,14,150,0,70,,,0,0,,
Green,D,15,150,0,70,,,0,0,,
Green,D,16,150,0,70,STATION,,0,0,,Head
Green,E,17,150,0,60,,,0,0,,Head
Green,E,18,150,0,60,,,0,0,,
Green,E,19,150,0,60,RAILWAY CROSSING,,0,0,,
Green,E,20,150,0,60,,,0,0,,Head
Green,F,21,300,0,70,,,0,0,,Head
Green,F,22,300,0,70,STATION; WHITED,,0,0,,
Green,F,23,300,0,70,,,0,0,,
Green,F,24,300,0,70,,,0,0,,
Green,F,25,200,0,70,,,0,0,,
Green,F,26,100,0,70,,,0,0,,
Green,F,27,50,0,70,,,0,0,,
Green,F,28,50,0,70,,,0,0,Switch 2,Head
Green,G,29,50,0,70,SWITCH,,0,0,Switch 2,Tail
Green,G,30,50,0,70,,,0,0,,
Green,G,31,50,0,70,STATION; SOUTH BANK,,0,0,,
Green,G,32,50,0,70,,,0,0,,Head
Green,H,33,50,0,70,,,0,0,,Tail
Green,H,34,50,0,70,,,0,0,,
Green,H,35,50,0,70,,,0,0,,Head
Green,I,36,50,0,70,UNDERGROUND,,0,0,,Tail
Green,I,37,50,0,70,UNDERGROUND,,0,0,,
Green,I,38,50,0,70,UNDERGROUND,,0,0,,
Green,I,39,50,0,70,STATION; CENTRAL; UNDERDROUND,,0,0,,
Green,I,40,50,0,70,UNDERGROUND,,0,0,,
Green,I,41,50,0,70,UNDERGROUND,,0,0,,
Green,I,42,50,0,70,UNDERGROUND,,0,0,,
Green,I,43,50,0,70,UNDERGROUND,,0,0,,
Green,I,44,50,0,70,UNDERGROUND,,0,0,,
Green,I,45,50,0,70,UNDERGROUND,,0,0,,
Green,I,46,50,0,70,UNDERGROUND,,0,0,,
Green,I,47,50,0,70,UNDERGROUND,,0,0,,
Green,I,48,50,0,70,STATION; INGLEWOOD; UNDERGROUND,,0,0,,
Green,I,49,50,0,70,UNDERGROUND,,0,0,,
Green,I,50,50,0,70,UNDERGROUND,,0,0,,
Green,I,51,50,0,70,UNDERGROUND,,0,0,,
Green,I,52,50,0,70,UNDERGROUND,,0,0,,
Green,I,53,50,0,70,UNDERGROUND,,0,0,,
Green,I,54,50,0,70,UNDERGROUND,,0,0,,
Green,I,55,50,0,70,UNDERGROUND,,0,0,,
Green,I,56,50,0,70,UNDERGROUND,,0,0,,
Green,I,57,50,0,70,STATION; OVERBROOK; UNDERGROUND,,0,0,Switch 3,Head
Green,J,58,50,0,60,SWITCH TO YARD,,0,0,Switch 3,Tail
Green,J,59,50,0,60,,,0,0,,
Green,J,60,50,0,60,,,0,0,,
Green,J,61,50,0,60,,,0,0,Switch 0,
Green,J,62,50,0,60,SWITCH FROM YARD,,0,0,Switch 0,Head
Green,K,63,100,0,70,,,0,0,,Tail
Green,K,64,100,0,70,,,0,0,,
Green,K,65,200,0,70,STATION; GLENBURY,,0,0,,
Green,K,66,200,0,70,,,0,0,,
Green,K,67,100,0,70,,,0,0,,
Green,K,68,100,0,70,,,0,0,,Head
Green,L,69,100,0,60,,,0,0,,Tail
Green,L,70,100,0,60,,,0,0,,
Green,L,71,100,0,60,,,0,0,,
Green,L,72,100,0,60,,,0,0,,
Green,L,73,100,0,60,STATION; DORMONT,,0,0,,Head
Green,M,74,100,0,60,,,0,0,,Tail
Green,M,75,100,0,60,,,0,0,,
Green,M,76,100,0,60,,,0,0,Switch 4,Head
Green,N,77,300,0,70,SWITCH,,0,0,Switch 4,Head
Green,N,78,300,0,70,STATION;         MT LEBANON,,0,0,,
Green,N,79,300,0,70,,,0,0,,
Green,N,80,300,0,70,,,0,0,,
Green,N,81,300,0,70,,,0,0,,
Green,N,82,300,0,70,,,0,0,,
Green,N,83,300,0,70,,,0,0,,
Green,N,84,300,0,70,,,0,0,,
Green,N,85,300,0,70,,,0,0,Switch 5,Head
Green,O,86,100,0,55,SWITCH,,0,0,Switch 5,Tail
Green,O,87,86.6,0,55,,,0,0,,
Green,O,88,100,0,55,STATION; POPLAR,,0,0,,Head
Green,P,89,75,-0.5,55,,,-0.375,-0.375,,Tail
Green,P,90,75,-1,55,,,-0.75,-1.125,,
Green,P,91,75,-2,55,,,-1.5,-2.625,,
Green,P,92,75,0,55,,,0,-2.625,,
Green,P,93,75,2,55,,,1.5,-1.125,,
Green,P,94,75,1,55,,,0.75,-0.375,,
Green,P,95,75,0.5,55,,,0.375,0,,
Green,P,96,75,0,55,STATION; CASTLE SHANNON,,0,0,,
Green,P,97,75,0,55,,,0,0,,Head
Green,Q,98,75,0,55,,,0,0,,Tail
Green,Q,99,75,0,55,,,0,0,,
Green,Q,100,75,0,55,,,0,0,Switch 5,Head
Green,R,101,35,0,55,,,0,0,Switch 4,Tail/Head
Green,S,102,100,0,60,,,0,0,,Tail
Green,S,103,100,0,60,,,0,0,,
Green,S,104,80,0,60,,,0,0,,Head
Green,T,105,100,0,60,STATION; DORMONT,,0,0,,Tail
Green,T,106,100,0,60,,,0,0,,
Green,T,107,90,0,60,,,0,0,,
Green,T,108,100,0,60,,,0,0,,
Green,T,109,100,0,60,,,0,0,,Head
Green,U,110,100,0,70,,,0,0,,Tail
Green,U,111,100,0,70,,,0,0,,
Green,U,112,100,0,70,,,0,0,,
Green,U,113,100,0,70,,,0,0,,
Green,U,114,100,0,70,STATION; GLENBURY,,0,0,,
Green,U,115,100,0,70,,,0,0,,
Green,U,116,100,0,70,,,0,0,,Head
Green,V,117,50,0,60,,,0,0,,Tail
Green,V,118,50,0,60,,,0,0,,
Green,V,119,40,0,60,,,0,0,,
Green,V,120,50,0,60,,,0,0,,
Green,V,121,50,0,60,,,0,0,,Head
Green,W,122,50,0,70,UNDERGROUND,,0,0,,Tail
Green,W,123,50,0,70,STATION; OVERBROOK; UNDERGROUND,,0,0,,
Green,W,124,50,0,70,UNDERGROUND,,0,0,,
Green,W,125,50,0,70,UNDERGROUND,,0,0,,
Green,W,126,50,0,70,UNDERGROUND,,0,0,,
Green,W,127,50,0,70,UNDERGROUND,,0,0,,
Green,W,128,50,0,70,UNDERGROUND,,0,0,,
Green,W,129,50,0,70,UNDERGROUND,,0,0,,
Green,W,130,50,0,70,UNDERGROUND,,0,0,,
Green,W,131,50,0,70,UNDERGROUND,,0,0,,
Green,W,132,50,0,70,STATION; INGLEWOOD; UNDERGROUND,,0,0,,
Green,W,133,50,0,70,UNDERGROUND,,0,0,,
Green,W,134,50,0,70,UNDERGROUND,,0,0,,
Green,W,135,50,0,70,UNDERGROUND,,0,0,,
Green,W,136,50,0,70,UNDERGROUND,,0,0,,
Green,W,137,50,0,70,UNDERGROUND,,0,0,,
Green,W,138,50,0,70,UNDERGROUND,,0,0,,
Green,W,139,50,0,70,UNDERGROUND,,0,0,,
Green,W,140,50,0,70,UNDERGROUND,,0,0,,
Green,W,141,50,0,70,STATION; CENTRAL; UNDERDROUND,,0,0,,
Green,W,142,50,0,70,UNDERGROUND,,0,0,,
Green,W,143,50,0,70,UNDERGROUND,,0,0,,Head
Green,X,144,50,0,70,,,0,0,,Tail
Green,X,145,50,0,70,,,0,0,,
Green,X,146,50,0,70,,,0,0,,Head
Green,Y,147,50,0,70,,,0,0,,Tail
Green,Y,148,40,0,70,,,0,0,,
Green,Y,149,40,0,70,,,0,0,,Head
Green,Z,150,35,0,70,,,0,0,Switch 2,Tail/Head
Green,ZZ,151,50,0,35,,,0,0,Switch 3,Tail/Head
Green,YY,152,50,0,35,,,0,0,Switch 0,Tail/Head
Red,A,1,50,0.5,40,,,0.25,0.25,Switch 6,Head
Red,A,2,50,1,40,,,0.5,0.75,,
Red,A,3,50,1.5,40,,,0.75,1.5,,Head
Red,B,4,50,2,40,,,1,2.5,,Head
Red,B,5,50,1.5,40,,,0.75,3.25,,
Red,B,6,50,1,40,,,0.5,3.75,,Head
Red,C,7,75,0.5,40,STATION: SHADYSIDE,,0.38,4.13,,Head
Red,C,8,75,0,40,,,0,4.13,,
Red,C,9,75,0,40,SWITCH TO/FROM YARD,,0,4.13,Switch 12,Head
Red,D,10,75,0,40,,,0,4.13,Switch 12,Head
Red,D,11,75,-0.5,40,,,-0.38,3.75,,
Red,D,12,75,-0.5,40,,,-0.38,3.38,,Head
Red,E,13,68.4,-1,40,,,-0.68,2.69,,Head
Red,E,14,60,-1,40,,,-0.6,2.09,,
Red,E,15,60,-1,40,SWITCH,,-0.6,1.49,Switch 6,Head
Red,F,16,50,-0.5,40,STATION: HERRON AVE,,-0.25,1.24,Switch 6,Head
Red,F,17,200,-0.5,55,,,-1,0.24,,
Red,F,18,400,-0.06025,70,,,-0.24,0,,
Red,F,19,400,0,70,,,0,0,,
Red,F,20,200,0,70,,,0,0,,Head
Red,G,21,100,0,55,STATION; SWISSVILLE,,0,0,,Head
Red,G,22,100,0,55,,,0,0,,
Red,G,23,100,0,55,,,0,0,,Head
Red,H,24,50,0,70,UNDERGROUND,,0,0,,Head
Red,H,25,50,0,70,STATION;    PENN STATION; UNDERGROUND,,0,0,,
Red,H,26,50,0,70,UNDERGROUND,,0,0,,
Red,H,27,50,0,70,SWITCH; UNDERGROUND,,0,0,Switch 7,
Red,H,28,50,0,70,UNDERGROUND,,0,0,Switch 7,
Red,H,29,60,0,70,UNDERGROUND,,0,0,,
Red,H,30,60,0,70,UNDERGROUND,,0,0,,
Red,H,31,50,0,70,UNDERGROUND,,0,0,,
Red,H,32,50,0,70,SWITCH; UNDERGROUND,,0,0,Switch 8,
Red,H,33,50,0,70,UNDERGROUND,,0,0,Switch 8,
Red,H,34,50,0,70,UNDERGROUND,,0,0,,
Red,H,35,50,0,70,STATION;     STEEL PLAZA; UNDERGROUND,,0,0,,
Red,H,36,50,0,70,UNDERGROUND,,0,0,,
Red,H,37,50,0,70,UNDERGROUND,,0,0,,
Red,H,38,50,0,70,SWITCH; UNDERGROUND,,0,0,Switch 9,
Red,H,39,50,0,70,UNDERGROUND,,0,0,Switch 9,
Red,H,40,60,0,70,UNDERGROUND,,0,0,,
Red,H,41,60,0,70,UNDERGROUND,,0,0,,
Red,H,42,50,0,70,UNDERGROUND,,0,0,,
Red,H,43,50,0,70,SWITCH; UNDERGROUND,,0,0,Switch 10,
Red,H,44,50,0,70,UNDERGROUND,,0,0,Switch 10,
Red,H,45,50,0,70,STATION;     FIRST AVE; UNDERGROUND,,0,0,,Head
Red,I,46,75,0,70,UNDERGROUND,,0,0,,Head
Red,I,47,75,0,70,RAILWAY CROSSING,,0,0,,
Red,I,48,75,0,70,STATION; STATION SQUARE,,0,0,,Head
Red,J,49,50,0,60,,,0,0,,Head
Red,J,50,50,0,60,,,0,0,,
Red,J,51,50,0,55,,,0,0,,
Red,J,52,43.2,0,55,SWITCH,,0,0,Switch 11,
Red,J,53,50,0,55,,,0,0,Switch 11,
Red,J,54,50,0,55,,,0,0,,Head
Red,K,55,75,0.5,55,,,0.38,0.38,,Head
Red,K,56,75,0.5,55,,,0.38,0.75,,
Red,K,57,75,0.5,55,,,0.38,1.13,,Head
Red,L,58,75,1,55,,,0.75,1.88,,Head
Red,L,59,75,0.5,55,,,0.38,2.25,,
Red,L,60,75,0,55,STATION; SOUTH HILLS JUNCTION,,0,2.25,,Head
Red,M,61,75,-0.5,55,,,-0.38,1.88,,Head
Red,M,62,75,-1,55,,,-0.75,1.13,,
Red,M,63,75,-1,55,,,-0.75,0.38,,Head
Red,N,64,75,-0.5,55,,,-0.38,0,,Head
Red,N,65,75,0,55,,,0,0,,
Red,N,66,75,0,55,,,0,0,Switch 11,Head
Red,O,67,50,0,55,UNDERGROUND,,0,0,Switch 10,Head/Head
Red,P,68,50,0,55,UNDERGROUND,,0,0,,Head
Red,P,69,50,0,55,UNDERGROUND,,0,0,,
Red,P,70,50,0,55,UNDERGROUND,,0,0,,Head
Red,Q,71,50,0,55,UNDERGROUND,,0,0,Switch 9,Head/Head
Red,R,72,50,0,55,UNDERGROUND,,0,0,Switch 8,Head/Head
Red,S,73,50,0,55,UNDERGROUND,,0,0,,Head
Red,S,74,50,0,55,UNDERGROUND,,0,0,,
Red,S,75,50,0,55,UNDERGROUND,,0,0,,Head
Red,T,76,50,0,55,UNDERGROUND,,0,0,Switch 7,Head/Head
Red,U,77,50,0,35,,,0,0,Switch 12,Head/Head
